Book_Id,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
595162053,Kenny Doin' Just Fine,"KENNY DOIN' JUST FINE Miriam Greenfield, a proud and intellectual young woman, is stuck in the Los Angeles ghetto of Boyle Heights, where poverty and responsibility to her family stiffle all her personal ambitions and lead her further and further away from her dream of achieving a life in the world of literature. When her husband Alex is caught by the IRS in a shady business deal, Miriam is forced to go to work. Despite her vehement dislike of government charity she enters into a career as a Social Worker and gravitates to the one area where she feels she can do some good...Aid to Dependent Children. There she meets thirteen-year old Kenny Ray James the emotionally disturbed son of a drug addicted mother. Raised by an uncaring Aunt and an abusive Uncle, Kenny has become dangerously violent and is unwanted wherever Miriam places him. Psychiatric evaluations diagnose him as mentally underdeveloped and psychotic. But Miriam has seen a loving and intelligent side to Kenny and something about him reminds her of her own son. Miriam becomes determined to change the course of Kenny's life before her imminent retirement from the Department.",['Sadie Wernick Hurwitz'],http://books.google.com/books/content?id=D6WgitXrr8sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=D6WgitXrr8sC&pg=PA90&dq=Kenny+Doin%27+Just+Fine&hl=&cd=1&source=gbs_api,iUniverse,12/1/2000,http://books.google.nl/books?id=D6WgitXrr8sC&dq=Kenny+Doin%27+Just+Fine&hl=&source=gbs_api,['Fiction'],1
595129463,Marshall Hollenzer is Driving,"What if you believed that ""for the price of a cup of coffee you could save a child's life?"" What if your life closely resmbled the life of a caged budgie bird? What if the most real part of your life were the words in books? Would you let your world shatter?",['Owen Egerton'],http://books.google.com/books/content?id=QGFuuoQ-8gMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=QGFuuoQ-8gMC&pg=PA58&dq=Marshall+Hollenzer+is+Driving&hl=&cd=1&source=gbs_api,iUniverse,8/1/2000,http://books.google.nl/books?id=QGFuuoQ-8gMC&dq=Marshall+Hollenzer+is+Driving&hl=&source=gbs_api,['Fiction'],
140220017X,Sweet Dream Baby,"Sent to live in the humidity of rural Florida with his grandparents and his sixteen-year-old Aunt Delia for the summer, twelve-year-old Travis becomes absorbed in the closed ways of small-town life. Captivated by Delia, Travis watches her attempt to find a place for herself in the socially stunted, gossip-driven town. Delia's secrets go beyond what Travis can understand, but he believes that he alone can save her--a belief that not only forces him to grow up fast, but one that builds to a dangerous and disturbing climax. In trying to free Delia from her past, Travis leads her into a shocking present and a most uncertain future. In a work at once honest, chilling and compulsively addictive, author Sterling Watson has created a time and place where rock 'n' roll hums from AM radios, steam rises from a secluded riverbed and violent summer storms threaten the peace of silent nights. Watson's characters are brought vividly to life through Travis's touching, powerful and intensely personal voice. A dark and evocative coming of age tale, Sweet Dream Baby begins steeped in innocence and ends in a dramatically different place. ""I can't remember a book that sneaked up and grabbed me the way Sweet Dream Baby did. It's a real shocker by a very good writer."" --Elmore Leonard ""Sterling Watson's Sweet Dream Baby is one of the finest novels I've read in years, an incandescent blend of gothic noir, Faulknerian dreamscape and bittersweet coming-of-age story. Months after reading it, it haunts me still."" -Dennis Lehane ""Sterling Watson's Sweet Dream Baby brings us the words and music, the tastes and smells of that special time-as well as its heartache and secret shame. I was utterly absorbed in these fierce pages."" -Fred Chappell, author of Look Back All the Green Valley ""Sweet Dream Baby is a beautiful book. Sterling Watson is surehanded and telling in a story that is as elegiac as it is gripping."" -Michael Connelly, author of Chasing the Dime ""Some delicious page-turning.""-Kirkus Reviews A Book Sense 76 Top 10 Selection Named to Top Ten Crime Books of 2002, Toronto Globe and Mail ""Watson proves himself a first-rate storyteller.""-Publishers Weekly ""A comprehensive work of art that is as thought-provoking as it is disturbing.""-Orlando Sentinel",['Sterling Watson'],http://books.google.com/books/content?id=qa6WBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=qa6WBAAAQBAJ&pg=PT217&dq=Sweet+Dream+Baby&hl=&cd=1&source=gbs_api,"Sourcebooks, Inc.",2/1/2004,https://play.google.com/store/books/details?id=qa6WBAAAQBAJ&source=gbs_api,['Fiction'],1
449002330,His Grace Endures (Regency Romance),"While trying to help her younger sister-in-law find a respectable mate in London, Deirdre Broghan finds herself beset by the man she once left standing at the altar, the devilish and devilishly handsome Duke of Conover. Original.",['Emma Jensen'],http://books.google.com/books/content?id=-qaIPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=-qaIPQAACAAJ&dq=His+Grace+Endures+(Regency+Romance)&hl=&cd=1&source=gbs_api,Ivy Books,4/29/1998,http://books.google.nl/books?id=-qaIPQAACAAJ&dq=His+Grace+Endures+(Regency+Romance)&hl=&source=gbs_api,"['Fiction, regency, historical romance']",
963261606,Lord Berkley's Wife,,['Sotero Agboton'],,http://books.google.nl/books?id=zH5NAAAACAAJ&dq=Lord+Berkley%27s+Wife&hl=&cd=1&source=gbs_api,,7/1/1994,http://books.google.nl/books?id=zH5NAAAACAAJ&dq=Lord+Berkley%27s+Wife&hl=&source=gbs_api,['Fiction'],
312929358,Wet Work,"Charley Becker, head of one of America’s biggest conglomerates, is a man on a mission. His only granddaughter, the beloved Natasha, has been found dead in her flat after taking an accidental overdose of cocaine and now he wants revenge. Determined to find the men responsible, Charley starts by tracking down Natasha’s boyfriend, Tim. Then he finds the small-time dealers who supplied him. Charley’s way of doing business leaves no room for negotiation. But ‘wet work’—the shooting of a victim from up close—is only half the story and the further up the chain Charley gets, the higher the stakes become. To nail Peru’s megalomaniac cocaine king, he will have to hire himself some hit men, a gunboat and some truly extraordinary weaponry . . .",['Christopher Buckley'],http://books.google.com/books/content?id=yPNy57rbrKUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=yPNy57rbrKUC&printsec=frontcover&dq=Wet+Work&hl=&cd=1&source=gbs_api,Knopf,11/16/2011,https://play.google.com/store/books/details?id=yPNy57rbrKUC&source=gbs_api,"['Fiction, humor, thriller']",5
821724193,Midnight Flame (Heartfire),"Convinced that she was responsible for his uncle's death, Tony Duvalier decides to use his love affair with Laurel Delaney to enact his revenge",['Lynette Vinet'],,http://books.google.nl/books?id=ryjIPAAACAAJ&dq=Midnight+Flame+(Heartfire)&hl=&cd=1&source=gbs_api,Zebra Books,7/1/1988,http://books.google.nl/books?id=ryjIPAAACAAJ&dq=Midnight+Flame+(Heartfire)&hl=&source=gbs_api,"['Fiction, historical romance']",
B000GLTD5Q,ZOMBIE LOVER (XANTH),"Something’s rotten in the land of Xanth—and it’s not just the undead—in this “cheeky” adventure in the New York Times–bestselling series (Publishers Weekly). Horrors and hilarity collide as a fate far worse than death awaits a vivacious young visitor to “the Florida-shaped fantasy land where anything goes and the puns pack every page” (Kirkus Reviews). Breanna, a beautiful young newcomer to the enchanted land of Xanth, must deal with a distressing dilemma. She has unwittingly attracted the affections of King Xeth, ruler of Xanth’s Zombies, who yearns to make her queen of the undead! Her quest to preserve her innocence, and find her destiny, takes her on an exhilarating excursion packed with perils, puzzles, and piles of puns. Zombie Lover will provide a profusion of macabre merriment.",['Piers Anthony'],http://books.google.com/books/content?id=dNGwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=dNGwDwAAQBAJ&printsec=frontcover&dq=ZOMBIE+LOVER+(XANTH)&hl=&cd=1&source=gbs_api,Open Road Media,11/5/2019,https://play.google.com/store/books/details?id=dNGwDwAAQBAJ&source=gbs_api,"['fantasy, humor, science fiction, romance, young adult']",3
966137116,White Rock Ways,"Enjoy free will, but prepare for destiny. Welcome to Book 2 of Rae Crossmon's White Rock Series. Familiar faces. New players. Ancient conflicts. Fresh battles. One overriding sentiment: Free will is a terrible thing. But it’s better than the alternative. Jessica McConsas is in love with three men. Perhaps one is evil. Perhaps one is good. Perhaps one is just a catalyst. But it's never that easy when it comes to White Rock. While campaigning for her father, Jessica becomes involved with Piers, a reclusive and mysterious young man. She also finds an unlikely ally in an old friend, Vance Munroe Easton, who helps her discover the truth behind a dark family mystery. Last but not least, Jess struggles to forget Evan Helmsley and their night in the snowstorm, something much easier said than done. On the other side of the country, Evan learns how to be a friend, with the help of an extraordinary woman. Sondra has her own secrets, but she doesn't share them until it's too late. Her decisions offer Evan a chance to redeem himself by taking responsibility for another child—maybe doing it right this time. Evan’s sister Henri has to decide how much she believes in old legends, while her lover Byrne finds he is still capable of being surprised. When Henri finally meets the daughter she gave away, an old dream collides harshly with reality. A new family joins the fray. When Anderson Annolla conceives a young child from a vacation tryst, she becomes caught in an old war between Jackson, the father of her son, and Jarenth, his half-brother. Andy must ally with Jarenth to save Heath, while protecting a dark secret from her own past. Jack’s resentment and jealousy fuel a decision to hurt Andy with an action that has tragic consequences for all involved. Rae Crossmon's ""twisted fairy tales"" highlight an ancient Slavic legend wrapped in modern suspense stories. Each book builds toward a final conflict between ancient enemies while exploring themes such as free will vs. fate, family secrets, and the status of myth in contemporary American society.",['Rae Crossmon'],http://books.google.com/books/content?id=0PBaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=0PBaCwAAQBAJ&pg=PT167&dq=White+Rock+Ways&hl=&cd=1&source=gbs_api,Rae Crossmon,9/1/2013,https://play.google.com/store/books/details?id=0PBaCwAAQBAJ&source=gbs_api,['Fiction'],
B000GQXOA6,Hunters & Shooters,"The third novel in the Earth's Children series, Jean M. Auel's internationally bestselling epic of life 25,000 years ago when two kinds of human beings, Neanderthal and Cro-Magnon, shared the earth. Leaving the valley of horses with Jondalar, the handsome man she has nursed back to health and come to love, Ayla embarks on a journey that will lead her to the Mamutoi, the Mammoth Hunters, who are Others like her. As she settles into this new life among a people at first strange and disturbingly different, soon Ayla begins to feel at home, finally leaving her painful memories of the Clan behind and finding female friends. Yet Ayla is also drawn to Ranec, the dark-skinned, magnetic master-carver of ivory. Ayla must choose: remain with Ranec and the Mamutoi, or follow Jondalar into the unknown . . . Set 25,000 years in the past, yet utterly relatable today, The Mammoth Hunters is an epic tale of love, identity and the struggle to survive, rich in detail of language, culture, myth and ritual. Praise for Jean M. Auel 'Beautiful, exciting, imaginative' New York Times 'A major bestseller . . . A remarkable work of imagination' Daily Express",['Jean M. Auel'],http://books.google.com/books/content?id=cttqFNWgrb0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=cttqFNWgrb0C&printsec=frontcover&dq=Hunters&hl=&cd=1&source=gbs_api,Hachette UK,12/21/2010,https://play.google.com/store/books/details?id=cttqFNWgrb0C&source=gbs_api,"['Fiction, historical fiction, fantasy, romance, adventure']",2
451198689,Thunder Heart,"Abandoned by the man who was supposed to protect her, Dede Martin and her son are captured by a magnificent Indian, Thunder Heart, who makes her pulse race at a touch. Original.",['Cassie Edwards'],http://books.google.com/books/content?id=3TQNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=3TQNAAAACAAJ&dq=Thunder+Heart&hl=&cd=1&source=gbs_api,Signet,1999,http://books.google.nl/books?id=3TQNAAAACAAJ&dq=Thunder+Heart&hl=&source=gbs_api,['Fiction'],
B000FZEKXI,The Weed and the Winter Solstice,"In this riveting tale, B conspires with narcs to catch a parolee cultivating marijuana on land the parolee is trying to wrest from B by blackmail. After the parolee is released from prison, events ensue that even B did not count on.",['Howard E. Cook'],http://books.google.com/books/content?id=l_o0c3hpM3UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=l_o0c3hpM3UC&dq=The+Weed+and+the+Winter+Solstice&hl=&cd=1&source=gbs_api,Trafford on Demand Pub,2002,http://books.google.nl/books?id=l_o0c3hpM3UC&dq=The+Weed+and+the+Winter+Solstice&hl=&source=gbs_api,['Fiction'],
